Chaetodon collare Bloch
Chaetodon gardineri Norman
Chaetodon kleinii Bloch
Chaetodon leucopleura Playfair
Chaetodon lineolatus Cuvier
Chaetodon lunula Lace´pe`de
Chaetodon melannotus Bloch
Chaetodon melapterus Guichenot
Chaetodon v pictus Fraser-Brunner
Chaetodon a. setifer Bloch
Chaetodon trifascialis Quoy & Gaimard
Forcipiger sp. Brousonnet
Heniochus acuminatus Linnaeus
Apolemichthys xanthotis Fraser-Brunner
Centropyge acanthops Norman
Centropyge multispinis Playfair
Pomacanthus imperator Bloch
Pomacanthus semicirculatus Cuvier
Pomacanthus maculosus Forsska? l
Pomacanthus asfur Forsska? l
Acanthurus dussumeri Valenciennes
Acanthurus gahhm Forsska? l
Acanthurus leucosternon Bennett
Acanthurus lineatus Linnaeus
Acanthurus mata Cuvier
Acanthurus nigrofuscus Forsska? l
Acanthurus sohal Forsska? l
Acanthurus tennenti Gu¨ nther
Acanthurus triostegus Linnaeus
Ctenochaetus striatus Quoy & Gaimard
Zebrasoma desjardini Bennett
Zebrasoma xanthurum Blyth
Naso annulatus Quoy & Gaimard
Naso brachycentron Valenciennes
Naso brevirostris Valenciennes
Naso fageni Morrow
Naso hexacanthus Bleeker
Naso lituratus Bloch & Schneider
Naso unicornis Forsska? l
Balistapus undulatus Park
Balistoides conspicillum Bloch & Schneider
Balistoides viridescens Bloch & Schneider
Melichthys indicus Randall & Klausewitz
Odonus niger Ru¨ ppell
Pseudobalistes flavimarginatus Ru¨ ppell
Pseudobalistes fuscus Bloch & Schneider
Rhinecanthus assasi Forsska? l
Sufflamen chrysopterus Bloch & Schneider
Sufflamen fraenatus Latrielle
Stegastoma varium Seba
Rhincodon typus Smith
Carcharinus longimanus Poey
Galeocerdo cuvier Peron and Lesueur
Triaenodon obesus Ru¨ ppell
Sphyrna sp. 1.
Sphyrna sp. 2.
Rhynchobatus djiddensis Forsska? l
Taeniura melanospila Bleeker
Aetobatus narinari Euphrasen
Manta birostris Donndorf
Mobula sp.
Echidna nebulosa Ahl
Gymnothorax chilospylus Bleeker
Gymnothorax favagineus Bloch & Schneider
Gymnothorax javanicus Bleeker
Gymnothorax nudivomer Playfair & Gu¨ nther
Siderea grisea Lace´pe`de
Chanos chanos Forsska? l
Antennarius sp.
Myripristis murdjan Forsska? l
Sargocentron spiniferum Forsska? l
Sargocentron caudimaculatum Ru¨ ppell
Fistularia commersoni Ru¨ ppell
Pterois antennata Bloch
Pterois miles Bennett
Scorpaenopsis diabolus Cuvier
Pseudanthias squamipinnis Peters
Aethaloperca rogaa Forsska? l
Cephalopholis argus Bloch & Schneider
Cephalopholis miniata Forsska? l
Cephalopholis sonnerati Valenciennes
Cephalopholis sexmaculata Ru¨ ppell
Dermatolepis striolatus Playfair & Gu¨ nther
Epinephelus fasciatus Forsska? l
Epinephelus flavocaeruleus Lace´pe`de
Epinephelus fuscoguttatus Forsska? l
Epinephelus multinotatus Peters
Epinephelus tukula Morgans
Epinephelus stoliczkae Day
Variola louti Forsska? l
Pseudochromis nigrovittatus Boulenger
Kuhlia mugil Schneider.
Priacanthus blochii Bleeker
Priacanthus hamrur Forsska? l
Paracirrhites forsteri Schneider
Cirrhitichthys oxycephalus Bleeker
Cirrhitichthys calliurus Regan
Terapon jarbua Forsska? l
Archamia fucata Cantor
Apogon aureus Lace´pe`de
Apogon cyanosoma Bleeker
Cheliodipterus macrodon Lace´pe`de
Cheilodipterus quinquelineatus Cuvier
Rhabdamia sp.
Caranx ignobilis Forsska? l
Caranx melampygus Cuvier
Caranx sexfasciatus Quoy & Gaimard
Caranx lugubris Poey
Trachinotus blochii Lace´pe`de
Scomberoides commersonianus Lace´pe`de
Cheilo inermis Forsska? l
Coris africana Smith
Coris aygula Lace´pe`de
Coris caudimacula Quoy & Gaimard
Coris frerei Gu¨ nther
Epibulus insidiator Pallas
Gomphosus caerulea Lace´pe`de
Halichoeres dussumieri Valenciennes
Halichoeres hortulanus Lace´pe`de
Halichoeres iridis Randall & Smith
Halichoeres marginatus Ru¨ ppell
Hemigymnus fasciatus Bloch
Hemigymnus melapterus Bloch
Hologymnosus doliatus Lace´pe`de
Labroides bicolor Fowler & Bean
Labroides dimidiatus Valenciennes
Thalassoma lunare Linnaeus
Thalassoma lutescens Lay & Bennett
Chlorurus strongylocephalus Bleeker
Scarus ferrugineus Forsska? l
Scarus rubroviolaceus Bleeker
Scarus sordidus Forsska? l
Lutjanus argentimaculatus Forsska? l
Lutjanus bohar Forsska? l
Lutjanus coeruleolineatus Ru¨ ppell
Lutjanus ehrenbergi Peters
Lutjanus fulvus Schneider
Lutjanus gibbus Forsska? l
Lutjanus kasmira Forsska? l
Lutjanus monostigma Cuvier
Lutjanus rivulatus Forsska? l
Macolor niger Forsska? l
Caesio xanthonota Bleeker
Caesio lunaris Cuvier
Diagramma pictum Thunberg
Plectorhyncus gaterinus Forsska? l
Plectorhyncus playfairi Pellegrin
Plectorhyncus pictus Tortonese
Plectorhyncus schotaf Forsska? l
Lethrinus olivaceous Valenciennes
Lethrinus nebulosus Forsska? l
Lethrinus mahsena Forsska? l
Lethrinus variegatus Valenciennes
Monotaxis grandoculis Forsska? l
Acanthopragus bifasciatus Forsska? l
Diplodus sargus Smith
Mulloidichthys vanicolensis Valenciennes
Parupeneus barberinus Lace´pe`de
Parupeneus bifasciatus Lace´pe`de
Parupeneus cyclostomus Lace´pe`de
Parupeneus forskalli Fourmanoir & Gueze
Parupeneus indicus Shaw
Parupeneus macronema Lace´pe`de
Parupeneus rubescens Lace´pe`de
Pempheris oualensis Cuvier
Pempheris sp
Monodactylus argenteus Linnaeus
Kyphosus vaigensis Quoy & Gaimard
Kyphosus cinerascens Forsska? l
Platax orbicularis Forsska? l
Abudefduf sexfasciatus Lace´pe`de
Abudefduf vaigiensis Quoy & Gaimard
Abudefduf sordidus Forsska? l
Abudefduf septemfasciatus Cuvier
Amphiprion sp.
Amphiprion akallopisos Bleeker (ref Debelius, 1993)
Chromis dimidiata Klunzinger
Chromis flavaxilla Randall
Chromis weberi Fowler & Bean
Chrysiptera annulata Peters
Dascyllus carneus Fischer
Dascyllus marginatus Ru¨ ppell
Dascylus trimaculatus Ru¨ ppell
Neoglyphidodon melas Cuvier
Pomacentrus caeruleus Quoy & Gaimard
Pomacentrus leptus Randall & Allen
Pomacentrus trichrous Gu¨ nther
Anampses meleagrides Valenciennes
Bodianus macrognathos Morris
Cheilinus fasciatus Bloch
Cheilinus lunulatus Forsska? l
Cheilinus trilobatus Lace´pe`de
Ecsenius pulcher Murray
Plagiotremus rhinorhynchos Bleeker
Amblyeleotris wheeleri Polunin & Lubbock
Gobiodon axillaris De Vis
Istigobius decoratus Herre
Gunnelichthys monostigma Smith
Sphyraena barracuda Walbaum
Siganus argenteus Quoy & Gaimard
Siganus sp.
Zanclus cornutus Linnaeus
Aluterus scriptus Osbeck
Cantherhines sp.
Ostracion cubicus Linnaeus
Ostracion cyanurus Ru¨ ppell
Ostracion meleagris Shaw & Nodder
Arothron hispidus Linnaeus
Arothron nigropunctatus Bloch & Schneider
Canthigaster valentini Bleeker
Canthigaster solandri Richardson
Canthigaster coronata Vaillant & Sauvage
Diodon liturosus Shaw
Cyclichthys spilostylus Leis & Randall
